date,pressure1,pressure2,pressure3,outputyield,system
2017-03-08,4.79275,4.44921,4.18431,14.08635,5
2017-03-08,4.32657,4.59178,4.5383,14.55423,4
2017-03-08,4.27278,4.55519,4.53675,14.71925,6
2017-03-08,4.42441,4.69559,4.66792,14.65767,5
2017-03-08,4.40081,4.38419,4.84139,14.89603,6
2017-03-08,4.96256,4.87356,4.81547,14.26122,6
2017-03-08,4.82499,4.18011,4.99244,14.96514,2
2017-03-08,4.99226,4.03323,4.27523,14.19836,4
2017-03-08,4.01219,4.56515,4.9409,14.17075,1
2017-03-08,4.2019,4.99688,4.68875,14.67299,5
2017-03-08,4.32097,4.62711,4.91107,14.45234,5
2017-03-08,4.92856,4.12279,4.29547,14.12422,1
2017-03-08,4.90326,4.4143,4.92503,14.84017,4
2017-03-08,4.33469,4.61966,4.80423,14.04676,3
2017-03-08,4.63041,4.93163,4.38882,14.87853,6
2017-03-08,4.44977,4.03874,4.48604,14.11698,3
2017-03-08,4.11964,4.25242,4.64031,14.89319,3
2017-03-08,4.44021,4.42969,4.01133,14.43207,5
2017-03-08,4.79086,4.66472,4.24196,14.3477,2
2017-03-08,4.49175,4.90175,4.41163,14.27586,2
2017-03-08,4.51316,4.92822,4.03658,14.88246,1
2017-03-08,4.76925,4.90825,4.3132,14.99375,2
2017-03-08,4.81685,4.52511,4.92309,14.78157,2
2017-03-08,4.07159,4.20105,4.14832,14.58105,5
2017-03-08,4.44128,4.83411,4.81507,14.83291,6
2017-03-08,4.14232,4.56092,4.22375,14.98377,4
2017-03-08,4.28111,4.46849,4.61391,14.95046,6
2017-03-08,4.93952,4.799,4.3701,14.35275,1
2017-03-08,4.02928,4.42068,4.24087,14.13836,4
2017-03-08,4.70241,4.95626,4.42516,14.23018,3
2017-03-08,4.15438,4.56676,4.05347,14.03793,5
2017-03-08,4.31137,4.866,4.31101,14.57633,6
2017-03-08,4.16756,4.52846,4.64963,14.60851,1
2017-03-08,4.98475,4.90069,4.28024,14.94232,1
2017-03-08,4.91844,4.51607,4.89407,14.23103,3
2017-03-08,4.89785,4.45358,4.47239,14.20532,4
2017-03-08,4.81992,4.90273,4.91939,14.61414,4
2017-03-08,4.75594,4.26783,4.72294,14.49838,1
2017-03-08,4.42072,4.38435,4.29628,14.23856,4
2017-03-08,4.72052,4.66588,4.10424,14.49922,6
2017-03-08,4.46625,4.4677,4.76349,14.27006,3
2017-03-08,4.0366,4.78497,4.08964,14.82673,5
2017-03-08,4.53733,4.95204,4.19285,14.72139,5
2017-03-08,4.36038,4.33207,4.62819,14.84767,2
2017-03-08,4.10296,4.9621,4.88556,14.60763,6
2017-03-08,4.22229,4.78562,4.14301,14.50331,6
2017-03-08,4.13323,4.30762,4.26733,14.88227,5
2017-03-08,4.02078,4.58136,4.47925,14.67738,4
2017-03-08,4.97843,4.45773,4.80148,14.97476,3
2017-03-08,4.40537,4.62015,4.187,14.18221,2
2017-03-08,4.14461,4.01435,4.43694,14.29195,5
2017-03-08,4.68092,4.79824,4.31906,14.57328,5
2017-03-08,4.7676,4.62966,4.30905,14.03985,3
2017-03-08,4.60274,4.21587,4.00593,14.29473,6
2017-03-08,4.56116,4.75915,4.3688,14.02869,5
2017-03-08,4.86174,4.63372,4.49885,14.3513,6
2017-03-08,4.48095,4.88318,4.05461,14.72239,2
2017-03-08,4.77092,4.92619,4.81953,14.19001,2
2017-03-08,4.26371,4.35038,4.66155,14.73457,2
2017-03-08,4.68759,4.83786,4.30231,14.91206,5
2017-03-08,4.42637,4.13785,4.0784,14.06977,1
2017-03-08,4.83274,4.37646,4.21692,14.18654,4
2017-03-08,4.742,4.49092,4.99833,14.22198,3
2017-03-08,4.3094,4.31312,4.11952,14.97301,1
2017-03-08,4.47202,4.26555,4.67368,14.43386,6
2017-03-08,4.84364,4.29093,4.77993,14.59741,2
2017-03-08,4.42094,4.76867,4.6498,14.67412,6
2017-03-08,4.60684,4.96305,4.7218,14.13148,6
2017-03-08,4.96116,4.96317,4.58578,14.66669,3
2017-03-08,4.73607,4.49747,4.25418,14.75313,6
2017-03-08,4.59457,4.12303,4.80014,14.43681,3
2017-03-08,4.64172,4.04281,4.13045,14.57818,2
2017-03-08,4.85124,4.85474,4.41332,14.89794,3
2017-03-08,4.87819,4.82147,4.29381,14.34583,4
2017-03-08,4.93892,4.44373,4.58758,14.76398,6
2017-03-08,4.94521,4.4057,4.83187,14.11144,2
2017-03-08,4.15062,4.84338,4.53806,14.85601,1
2017-03-08,4.09875,4.30563,4.78469,14.01718,6
2017-03-08,4.74845,4.25288,4.0489,14.12284,2
2017-03-08,4.83613,4.82919,4.06483,14.56569,3
2017-03-08,4.05104,4.96593,4.0379,14.41006,2
2017-03-08,4.83118,4.08433,4.15985,14.46859,4
2017-03-08,4.16645,4.52694,4.07697,14.85578,6
2017-03-08,4.79237,4.93346,4.1582,14.37097,3
2017-03-08,4.61687,4.10462,4.44343,14.79456,6
2017-03-08,4.58347,4.83229,4.38541,14.08248,5
2017-03-08,4.28137,4.14225,4.86498,14.19068,1
2017-03-08,4.14869,4.59365,4.3453,14.5955,2
2017-03-08,4.30057,4.63588,4.58221,14.76384,4
2017-03-08,4.10663,4.77331,4.96835,14.70531,3
2017-03-08,4.72875,4.10378,4.66137,14.89773,5
2017-03-08,4.96447,4.11242,4.00958,14.82157,3
2017-03-08,4.13165,4.34991,4.75527,14.98128,6
2017-03-08,4.88297,4.29464,4.00168,14.66893,1
2017-03-08,4.09518,4.94266,4.94549,14.02656,2
2017-03-08,4.00436,4.30192,4.11636,14.4447,6
2017-03-08,4.98247,4.5763,4.9969,14.37181,2
2017-03-08,4.14238,4.52581,4.35839,14.33225,1
2017-03-08,4.47272,4.10193,4.11879,14.73162,5
2017-03-08,4.50523,4.63653,4.40536,14.21005,1
2017-03-08,4.2165,4.9974,4.40639,14.40695,4
2017-03-08,4.12041,4.19366,4.8625,14.0463,2
2017-03-08,4.29372,4.17367,4.43873,14.40725,2
2017-03-08,4.79358,4.97999,4.69801,14.20106,1
2017-03-08,4.90236,4.81116,4.43915,14.91661,4
2017-03-08,4.09448,4.23207,4.51073,14.22259,5
2017-03-08,4.49412,4.69961,4.24629,14.59538,1
2017-03-08,4.26219,4.96197,4.57388,14.4652,2
2017-03-08,4.99796,4.36004,4.35476,14.46766,6
2017-03-08,4.49017,4.49972,4.62917,14.13716,4
2017-03-08,4.25793,4.71534,4.17022,14.11826,4
2017-03-08,4.97893,4.27752,4.98348,14.0499,2
2017-03-08,4.39405,4.77468,4.72664,14.98132,5
2017-03-08,4.97738,4.57078,4.91676,14.20778,1
2017-03-08,4.17129,4.82618,4.90057,14.9484,3
2017-03-08,4.93988,4.47052,4.05515,14.00048,4
2017-03-08,4.05515,4.74928,4.16705,14.88632,6
2017-03-08,4.42196,4.42064,4.71965,14.64455,1
2017-03-08,4.64715,4.69651,4.64109,14.39715,3
2017-03-08,4.00571,4.88579,4.03578,14.23979,4
2017-03-08,4.7967,4.88044,4.94349,14.49467,4
2017-03-08,4.13506,4.89983,4.45411,14.34731,6
2017-03-08,4.27791,4.0953,4.03567,14.03702,5
2017-03-08,4.18338,4.37425,4.31023,14.13517,3
2017-03-08,4.62965,4.25893,4.10949,14.63125,6
2017-03-08,4.37246,4.71154,4.78004,14.38771,1
2017-03-08,4.9126,4.11487,4.05235,14.16222,1
2017-03-08,4.95588,4.7358,4.59237,14.09687,5
2017-03-08,4.69751,4.65473,4.39711,14.2603,1
2017-03-08,4.55953,4.24257,4.35315,14.01515,1
2017-03-08,4.91258,4.93329,4.71819,14.79052,5
2017-03-08,4.76611,4.80166,4.49084,14.44113,1
2017-03-08,4.05288,4.81017,4.63453,14.70633,6
2017-03-08,4.40487,4.39641,4.65894,14.70192,6
2017-03-08,4.05394,4.8834,4.39124,14.55642,6
2017-03-08,4.1046,4.41326,4.10671,14.85488,5
2017-03-08,4.46017,4.07767,4.28068,14.44258,4
2017-03-08,4.34287,4.9387,4.93457,14.53802,4
2017-03-08,4.99468,4.62009,4.12171,14.81589,5
2017-03-08,4.87715,4.1886,4.55076,14.9185,2
2017-03-08,4.72346,4.32581,4.84829,14.11568,3
2017-03-08,4.98552,4.85057,4.38976,14.08733,4
2017-03-08,4.68703,4.16525,4.77697,14.09379,3
2017-03-08,4.97772,4.85828,4.44864,14.42335,6
2017-03-08,4.00018,4.57447,4.90604,14.24799,3
2017-03-08,4.06106,4.64037,4.4761,14.1068,1
2017-03-08,4.45738,4.49928,4.07003,14.93417,1
2017-03-08,4.39193,4.44364,4.2321,14.35051,2
2017-03-08,4.0886,4.4338,4.38854,14.30403,4
2017-03-08,4.61187,4.15131,4.13319,14.80541,4
2017-03-08,4.09911,4.57652,4.07502,14.488,4
2017-03-08,4.51657,4.53799,4.35803,14.04255,3
2017-03-08,4.43693,4.20359,4.50117,14.18753,1
2017-03-08,4.17543,4.08297,4.80426,14.45615,6
2017-03-08,4.07319,4.11579,4.53189,14.42685,1
2017-03-08,4.46214,4.02093,4.17098,14.61361,1
2017-03-08,4.52527,4.16484,4.53517,14.49539,3
2017-03-08,4.95115,4.47725,4.54118,14.97774,1
2017-03-08,4.01425,4.11626,4.97055,14.35003,3
2017-03-08,4.73918,4.09797,4.88977,14.96487,3
2017-03-08,4.46802,4.59387,4.66931,14.8514,2
2017-03-08,4.92232,4.40451,4.42869,14.98394,6
2017-03-08,4.06803,4.06844,4.86644,14.04093,2
2017-03-08,4.39614,4.99726,4.29899,14.82884,6
2017-03-08,4.2348,4.16187,4.68585,14.65391,2
2017-03-08,4.56816,4.71298,4.11939,14.69845,4
2017-03-08,4.47953,4.98368,4.47113,14.98312,3
2017-03-08,4.68802,4.2627,4.77108,14.82791,2
2017-03-08,4.84843,4.55003,4.47566,14.52821,2
2017-03-08,4.54061,4.98879,4.09576,14.14561,1
2017-03-08,4.32619,4.45678,4.97964,14.17948,2
2017-03-08,4.33869,4.50064,4.24807,14.03226,2
2017-03-08,4.51952,4.1337,4.95375,14.4602,2
2017-03-08,4.16095,4.74986,4.02738,14.63581,1
2017-03-08,4.22621,4.94669,4.11661,14.37222,6
2017-03-08,4.65229,4.35004,4.58129,14.7797,3
2017-03-08,4.1973,4.77606,4.16672,14.58571,4
2017-03-08,4.11997,4.95833,4.9387,14.79017,2
2017-03-08,4.04812,4.14945,4.46948,14.96288,4
2017-03-08,4.00887,4.3873,4.25586,14.93468,3
2017-03-08,4.83491,4.75737,4.4499,14.58795,2
2017-03-08,4.24597,4.19856,4.97242,14.90581,3
2017-03-08,4.46356,4.1104,4.57627,14.16938,1
2017-03-08,4.04423,4.30462,4.7895,14.49321,6
2017-03-08,4.9044,4.91734,4.97398,14.885,3
2017-03-08,4.97203,4.39761,4.96669,14.68529,4
2017-03-08,4.45586,4.92894,4.55298,14.85169,5
2017-03-08,4.50478,4.14154,4.79831,14.87448,3
2017-03-08,4.35932,4.35784,4.97608,14.88388,1
2017-03-08,4.82828,4.15814,4.78021,14.01716,1
2017-03-08,4.5773,4.75313,4.79898,14.58752,3
2017-03-08,4.73229,4.09802,4.01354,14.4581,1
2017-03-08,4.74828,4.20994,4.05896,14.75963,1
2017-03-08,4.77984,4.20821,4.80652,14.03681,3
2017-03-08,4.24005,4.75623,4.48773,14.16439,2
2017-03-08,4.16475,4.46453,4.57835,14.76574,4
2017-03-08,4.86808,4.97841,4.39257,14.17179,5
2017-03-08,4.08915,4.47558,4.79321,14.36649,3
2017-03-08,4.46886,4.96579,4.15157,14.66854,4
2017-03-08,4.09938,4.03671,4.0303,14.33268,1
2017-03-08,4.74855,4.68387,4.87276,14.54614,3
2017-03-08,4.53553,4.0565,4.21934,14.18575,2
2017-03-08,4.90081,4.95974,4.22767,14.12723,5
2017-03-08,4.16842,4.07511,4.76578,14.29237,2
2017-03-08,4.82293,4.58033,4.34257,14.7604,4
2017-03-08,4.76699,4.55253,4.43135,14.58732,6
2017-03-08,4.33291,4.55833,4.15267,14.26276,3
2017-03-08,4.18217,4.03406,4.7508,14.30158,5
2017-03-08,4.61929,4.28365,4.95752,14.86053,6
2017-03-08,4.02314,4.47552,4.95693,14.491,4
2017-03-08,4.25747,4.29291,4.78537,14.27441,1
2017-03-08,4.06647,4.14794,4.38402,14.07127,3
2017-03-08,4.80237,4.43902,4.06579,14.90089,6
2017-03-08,4.58977,4.67533,4.14129,14.5405,2
2017-03-08,4.21205,4.95365,4.04163,14.2134,2
2017-03-08,4.53632,4.88767,4.2432,14.25007,5
2017-03-08,4.47634,4.00828,4.21892,14.3789,6
2017-03-08,4.6958,4.13848,4.84424,14.94488,4
2017-03-08,4.71617,4.15449,4.23495,14.46497,6
2017-03-08,4.41174,4.89252,4.052,14.00381,1
2017-03-08,4.82928,4.15694,4.338,14.3399,5
2017-03-08,4.63436,4.95746,4.35598,14.44089,6
2017-03-08,4.3799,4.8469,4.43995,14.13351,3
2017-03-08,4.24649,4.16436,4.23779,14.32008,6
2017-03-08,4.53264,4.05307,4.86477,14.34129,2
2017-03-08,4.14913,4.80054,4.60502,14.24597,5
2017-03-08,4.21496,4.77528,4.97896,14.21663,1
2017-03-08,4.67267,4.07506,4.77785,14.72858,2
2017-03-08,4.08363,4.6604,4.48332,14.14047,6
2017-03-08,4.36104,4.85191,4.47455,14.08837,6
2017-03-08,4.29419,4.65807,4.03989,14.47369,3
2017-03-08,4.23053,4.04435,4.35378,14.46958,5
2017-03-08,4.51159,4.53829,4.01383,14.99369,4
2017-03-08,4.42209,4.71415,4.83684,14.57061,6
2017-03-08,4.86034,4.1019,4.62038,14.93309,5
2017-03-08,4.30213,4.79822,4.77393,14.25209,5
2017-03-08,4.27904,4.4825,4.1448,14.03742,3
2017-03-08,4.96478,4.9724,4.11663,14.05493,1
2017-03-08,4.28142,4.7625,4.52603,14.10617,6
2017-03-08,4.8414,4.05559,4.45978,14.1522,4
2017-03-08,4.61897,4.05768,4.44954,14.67689,4
2017-03-08,4.07497,4.29067,4.9831,14.49434,6
2017-03-08,4.73167,4.31997,4.4162,14.32105,4
2017-03-08,4.74034,4.32136,4.37412,14.17075,2
2017-03-08,4.37013,4.0233,4.68209,14.45508,4
2017-03-08,4.51638,4.874,4.30764,14.2352,4
2017-03-08,4.06844,4.60288,4.18914,14.82254,2
2017-03-08,4.18878,4.45174,4.68052,14.33574,1
2017-03-08,4.79252,4.34392,4.01247,14.17858,4
2017-03-08,4.03134,4.31108,4.23104,14.26898,2
2017-03-08,4.97159,4.47181,4.84143,14.69938,2
2017-03-08,4.61425,4.52874,4.12547,14.46642,5
2017-03-08,4.40745,4.98874,4.75116,14.50792,1
2017-03-08,4.30608,4.40017,4.9681,14.86354,2
2017-03-08,4.11053,4.87937,4.76991,14.4457,4
2017-03-08,4.94655,4.75269,4.18414,14.0346,6
2017-03-08,4.71298,4.94237,4.83217,14.69487,1
2017-03-08,4.97578,4.75728,4.18053,14.04306,3
2017-03-08,4.99328,4.61852,4.56742,14.22212,2
2017-03-08,4.01013,4.02882,4.94832,14.71561,1
2017-03-08,4.89276,4.52629,4.93703,14.5677,3
2017-03-08,4.58821,4.17265,4.29164,14.71643,1
2017-03-08,4.10127,4.73828,4.59772,14.2843,2
2017-03-08,4.337,4.94172,4.19058,14.69867,6
2017-03-08,4.78373,4.26286,4.34148,14.91834,6
2017-03-08,4.42624,4.74539,4.8018,14.45202,6
2017-03-08,4.18116,4.35784,4.54315,14.97818,6
2017-03-08,4.30924,4.30783,4.50463,14.60232,3
2017-03-08,4.53095,4.23576,4.20377,14.16691,5
2017-03-08,4.42172,4.97122,4.75766,14.42341,1
2017-03-08,4.11598,4.93904,4.91368,14.70829,1
2017-03-08,4.22957,4.39217,4.01151,14.12607,3
2017-03-08,4.82428,4.40687,4.13587,14.446,2
2017-03-08,4.13784,4.51063,4.88141,14.31195,6
2017-03-08,4.10316,4.29825,4.97803,14.72499,5
2017-03-08,4.99627,4.03405,4.92023,14.69338,3
2017-03-08,4.65461,4.6304,4.85383,14.82721,5
2017-03-08,4.27769,4.17318,4.47812,14.24981,4
2017-03-08,4.76416,4.03941,4.26662,14.74604,5
2017-03-08,4.99399,4.15078,4.0134,14.19458,2
2017-03-08,4.45283,4.83977,4.221,14.02832,5
2017-03-08,4.68389,4.79041,4.85703,14.56797,4
2017-03-08,4.58281,4.56454,4.96143,14.5774,3
2017-03-08,4.34178,4.40408,4.13319,14.63612,5
2017-03-08,4.45464,4.16991,4.3972,14.34272,3
2017-03-08,4.1015,4.54122,4.06652,14.9561,2
2017-03-08,4.68825,4.01219,4.02607,14.96901,6
2017-03-08,4.35941,4.93445,4.74145,14.71424,6
2017-03-08,4.23707,4.93631,4.68505,14.17623,3
2017-03-08,4.87443,4.21332,4.06782,14.55049,5
2017-03-08,4.80082,4.29581,4.15323,14.33527,4
2017-03-08,4.89807,4.28081,4.65457,14.49408,3
2017-03-08,4.80706,4.85982,4.6851,14.88127,1
2017-03-08,4.86853,4.88594,4.00386,14.70778,2
2017-03-08,4.29541,4.0297,4.40588,14.69849,2
2017-03-08,4.86696,4.97517,4.1251,14.75231,6
2017-03-08,4.05261,4.64038,4.14236,14.43692,3
2017-03-08,4.57328,4.19218,4.65087,14.26852,1
2017-03-08,4.40342,4.78511,4.61583,14.40365,5
2017-03-08,4.66521,4.65526,4.82749,14.27116,4
2017-03-08,4.43654,4.40977,4.68526,14.81578,5
2017-03-08,4.86305,4.98309,4.09089,14.61788,2
2017-03-08,4.64399,4.65611,4.53863,14.02531,5
2017-03-08,4.87698,4.14162,4.98982,14.00331,3
2017-03-08,4.67595,4.41865,4.37339,14.21227,4
2017-03-08,4.4849,4.70907,4.59894,14.50645,3
2017-03-08,4.51742,4.02376,4.67109,14.50047,6
2017-03-08,4.27065,4.70165,4.63582,14.41861,1
2017-03-08,4.48337,4.70146,4.71283,14.16724,2
2017-03-08,4.14799,4.37932,4.09303,14.94032,3
2017-03-08,4.1049,4.93063,4.14203,14.08173,5
2017-03-08,4.48817,4.40161,4.68942,14.84458,4
2017-03-08,4.55412,4.80511,4.25745,14.16809,1
2017-03-08,4.88504,4.75344,4.29449,14.29097,2
2017-03-08,4.37656,4.43609,4.7326,14.05217,4
2017-03-08,4.91128,4.91135,4.86067,14.90992,1
2017-03-08,4.21818,4.81009,4.249,14.50458,3
2017-03-08,4.20548,4.2166,4.14454,14.19825,2
2017-03-08,4.13651,4.29557,4.76304,14.9049,6
2017-03-08,4.02191,4.05458,4.71251,14.26672,3
2017-03-08,4.42853,4.54068,4.0138,14.63737,5
2017-03-08,4.06043,4.88379,4.74011,14.80813,1
2017-03-08,4.79481,4.78246,4.43113,14.82215,2
2017-03-08,4.61351,4.06975,4.61903,14.87707,1
2017-03-08,4.6049,4.227,4.31828,14.59139,3
2017-03-08,4.30339,4.64272,4.08167,14.65866,5
2017-03-08,4.0905,4.77276,4.40756,14.45945,6
2017-03-08,4.69027,4.48083,4.59222,14.58437,3
2017-03-08,4.38296,4.41609,4.98712,14.2711,3
2017-03-08,4.02976,4.25807,4.96782,14.05909,6
2017-03-08,4.54541,4.55007,4.71646,14.95192,1
2017-03-08,4.49375,4.61796,4.08059,14.03691,1
2017-03-08,4.81167,4.91444,4.661,14.6128,2
2017-03-08,4.5784,4.83182,4.19678,14.56711,1
2017-03-08,4.23192,4.08303,4.90256,14.98131,2
2017-03-08,4.51001,4.75704,4.24896,14.73041,4
2017-03-08,4.44003,4.62217,4.61633,14.02213,1
2017-03-08,4.67294,4.39144,4.29761,14.99179,4
2017-03-08,4.8962,4.26736,4.63064,14.45027,6
2017-03-08,4.54028,4.7005,4.32167,14.45408,2
2017-03-08,4.02953,4.28323,4.29615,14.30789,3
2017-03-08,4.32931,4.69076,4.52255,14.0887,2
2017-03-08,4.0854,4.82882,4.14795,14.87805,4
2017-03-08,4.15504,4.77659,4.38546,14.09591,5
2017-03-08,4.19132,4.18058,4.51435,14.14226,1
2017-03-08,4.2588,4.78146,4.76407,14.47852,6
2017-03-08,4.21546,4.61242,4.71482,14.73157,1
2017-03-08,4.88365,4.50421,4.5993,14.96214,1
2017-03-08,4.25558,4.68548,4.23939,14.95186,3
2017-03-08,4.47945,4.82153,4.03793,14.31575,1
2017-03-08,4.26309,4.80393,4.60033,14.29955,6
2017-03-08,4.14089,4.81869,4.63764,14.74458,5
2017-03-08,4.55903,4.52611,4.70017,14.49516,2
2017-03-08,4.52467,4.75533,4.39621,14.21164,2
2017-03-08,4.81514,4.55266,4.18731,14.34079,2
2017-03-08,4.28271,4.00014,4.43051,14.69937,2
2017-03-08,4.66989,4.87628,4.73738,14.59459,4
2017-03-08,4.49191,4.3907,4.62665,14.8861,6
2017-03-08,4.85081,4.33059,4.64806,14.6289,6
2017-03-08,4.72739,4.28743,4.93858,14.11451,1
2017-03-08,4.96293,4.90666,4.1288,14.39801,6
2017-03-08,4.469,4.9317,4.41289,14.30305,1
2017-03-08,4.56343,4.94814,4.76123,14.91186,5
2017-03-08,4.28966,4.37,4.9062,14.56638,5
2017-03-08,4.32859,4.37453,4.73862,14.1015,3
2017-03-08,4.86051,4.52662,4.02815,14.96664,4
2017-03-08,4.62194,4.65865,4.4703,14.16907,4
2017-03-08,4.5087,4.00064,4.46964,14.64729,5
2017-03-08,4.18515,4.73182,4.60055,14.38629,5
2017-03-08,4.46689,4.53928,4.89938,14.67828,3
2017-03-08,4.18555,4.13038,4.61979,14.4069,2
2017-03-08,4.98416,4.23105,4.2786,14.53307,1
2017-03-08,4.08576,4.13524,4.37179,14.68332,4
2017-03-08,4.91658,4.52452,4.81161,14.95005,4
2017-03-08,4.98941,4.9891,4.1165,14.68868,6
2017-03-08,4.55853,4.58189,4.93515,14.50985,5
2017-03-08,4.21823,4.96941,4.62713,14.19955,6
2017-03-08,4.59271,4.15268,4.55298,14.28421,4
2017-03-08,4.44159,4.99272,4.37993,14.06896,4
2017-03-08,4.30392,4.78036,4.7017,14.29097,1
2017-03-08,4.39009,4.47605,4.74201,14.99038,4
2017-03-08,4.3832,4.55933,4.74672,14.85333,5
2017-03-08,4.79359,4.79119,4.66675,14.33603,3
2017-03-08,4.79339,4.03856,4.34799,14.5755,3
2017-03-08,4.64835,4.33562,4.05095,14.28079,3
2017-03-08,4.75353,4.28748,4.75133,14.56852,2
2017-03-08,4.81414,4.49155,4.12953,14.76796,1
2017-03-08,4.36705,4.01872,4.74053,14.42059,4
2017-03-08,4.02881,4.8242,4.20921,14.8642,5
2017-03-08,4.80151,4.68957,4.59313,14.14765,4
2017-03-08,4.13385,4.02218,4.82971,14.90446,5
2017-03-08,4.22499,4.55061,4.13538,14.02604,1
2017-03-08,4.28571,4.92591,4.69314,14.05798,4
2017-03-08,4.0457,4.50759,4.55761,14.4398,2
2017-03-08,4.67369,4.63627,4.36648,14.68465,4
2017-03-08,4.92299,4.69466,4.67644,14.01523,2
2017-03-08,4.5423,4.41201,4.12109,14.19025,4
2017-03-08,4.60074,4.29135,4.80904,14.68479,2
2017-03-08,4.0508,4.19943,4.0717,14.08941,4
2017-03-08,4.45273,4.80489,4.4869,14.99004,6
2017-03-08,4.73721,4.88192,4.71574,14.12333,6
2017-03-08,4.69358,4.90324,4.42132,14.79418,1
2017-03-08,4.89962,4.04984,4.38174,14.52049,5
2017-03-08,4.705,4.31856,4.99586,14.26598,6
2017-03-08,4.59946,4.37223,4.55361,14.63463,2
2017-03-08,4.41252,4.11684,4.54708,14.8118,2
2017-03-08,4.47106,4.46886,4.90203,14.0912,6
2017-03-08,4.60525,4.22024,4.9918,14.28813,2
2017-03-08,4.67858,4.45239,4.9991,14.94909,1
2017-03-08,4.38441,4.91692,4.57424,14.38576,6
2017-03-08,4.2955,4.48466,4.38277,14.02147,1
2017-03-08,4.98689,4.10042,4.9753,14.02094,6
2017-03-08,4.68352,4.86796,4.41937,14.0903,1
2017-03-08,4.54855,4.28173,4.69457,14.82267,5
2017-03-08,4.66196,4.79149,4.35229,14.83911,2
2017-03-08,4.62193,4.37756,4.2152,14.93196,2
2017-03-08,4.1129,4.50153,4.2979,14.70239,2
2017-03-08,4.5688,4.95778,4.65994,14.43241,4
2017-03-08,4.28124,4.10034,4.10152,14.24225,5
2017-03-08,4.24725,4.73449,4.35458,14.43632,3
2017-03-08,4.33713,4.52645,4.03435,14.25184,2
2017-03-08,4.57896,4.4461,4.6984,14.21758,3
2017-03-08,4.08454,4.45633,4.66766,14.58252,6
2017-03-08,4.5566,4.86136,4.5589,14.41635,6
2017-03-08,4.53825,4.0295,4.82895,14.23745,1
2017-03-08,4.63111,4.60955,4.85754,14.90697,4
2017-03-08,4.15542,4.29932,4.47775,14.83729,5
2017-03-08,4.16372,4.0293,4.16906,14.37916,1
2017-03-08,4.41146,4.71046,4.09304,14.00375,4
2017-03-08,4.93513,4.4084,4.777,14.80533,3
2017-03-08,4.55907,4.18129,4.33179,14.25069,1
2017-03-08,4.21188,4.95685,4.6435,14.21432,5
2017-03-08,4.01834,4.65024,4.92698,14.68765,5
2017-03-08,4.02145,4.76002,4.47651,14.87026,6
2017-03-08,4.39538,4.75343,4.30991,14.18976,5
2017-03-08,4.80307,4.20541,4.863,14.92776,2
2017-03-08,4.60912,4.96991,4.52174,14.49724,5
2017-03-08,4.69397,4.67581,4.37051,14.2031,4
2017-03-08,4.38723,4.60438,4.8148,14.74727,2
2017-03-08,4.66317,4.44604,4.38994,14.91142,4
2017-03-08,4.89799,4.19486,4.26211,14.92793,6
2017-03-08,4.51995,4.46428,4.00327,14.48561,4
2017-03-08,4.1481,4.89901,4.01886,14.26645,6
2017-03-08,4.99313,4.95257,4.31082,14.10241,3
2017-03-08,4.16082,4.18559,4.99445,14.59551,1
2017-03-08,4.5501,4.30953,4.86122,14.14902,1
2017-03-08,4.92482,4.41284,4.86604,14.28135,6
2017-03-08,4.91964,4.0496,4.37134,14.37604,4
2017-03-08,4.69745,4.89617,4.6891,14.9335,5
2017-03-08,4.13729,4.26376,4.31285,14.83136,3
2017-03-08,4.28806,4.43852,4.71028,14.80418,2
2017-03-08,4.56129,4.10303,4.66616,14.94347,2
2017-03-08,4.26128,4.6784,4.6614,14.65854,1
2017-03-08,4.86554,4.39085,4.08428,14.52935,3
2017-03-08,4.28894,4.55846,4.76028,14.82166,6
2017-03-08,4.60644,4.42178,4.45889,14.65219,6
2017-03-08,4.40146,4.52332,4.31988,14.10013,5
2017-03-08,4.82964,4.9692,4.36829,14.36948,6
2017-03-08,4.11073,4.33147,4.21527,14.78611,2
2017-03-08,4.48519,4.8917,4.11264,14.09966,2
2017-03-08,4.96761,4.15316,4.93483,14.60072,1
2017-03-08,4.18703,4.18807,4.1862,14.13265,5
2017-03-08,4.44713,4.72345,4.1471,14.62126,4
2017-03-08,4.09653,4.23963,4.72185,14.13405,5
2017-03-08,4.06499,4.84809,4.83443,14.82534,4
2017-03-08,4.14402,4.86333,4.09667,14.33637,3
2017-03-08,4.34303,4.10567,4.91786,14.95224,2
2017-03-08,4.28677,4.57397,4.90672,14.66477,6
2017-03-08,4.31598,4.5507,4.14389,14.21536,1
2017-03-08,4.9077,4.08295,4.74313,14.81308,6
2017-03-08,4.9264,4.28165,4.72957,14.17617,5
2017-03-08,4.78661,4.92499,4.14513,14.94762,4
2017-03-08,4.79496,4.94221,4.84911,14.76063,2
2017-03-08,4.86184,4.26303,4.41031,14.64185,5
2017-03-08,4.67329,4.95535,4.40813,14.65596,5
2017-03-08,4.30559,4.67969,4.54753,14.95562,1
2017-03-08,4.41393,4.34219,4.98382,14.47571,2
2017-03-08,4.2857,4.91521,4.58537,14.93703,3
2017-03-08,4.50234,4.68626,4.72777,14.96994,2
2017-03-08,4.40815,4.85289,4.36934,14.60503,4
2017-03-08,4.59488,4.35712,4.60561,14.30634,2
2017-03-08,4.6176,4.54353,4.87541,14.40961,3
